applicant_id,post_tax_annual_income,total_monthly_expenses,monthly_emi_amount,other_debts
926648,1414032.0,8809,14381,23580
664506,1816070.4000000001,3536,22565,68222
402363,2015241.6,33055,43370,26565
140222,1912012.8,20343,2835,27663
140223,1288867.2000000002,25100,7086,39921
140225,423782.4,11359,1317,7996
402370,1055011.2,10412,9518,13412
664513,1109078.4000000001,,15150,31818
926660,1473724.8,,7146,7558
140228,519878.4,987,3592,6099
402376,2874345.6,16452,29055,54596
664524,787209.6000000001,38382,5118,28602
926669,1158729.6,46929,26915,46594
926670,915484.8,45962,14114,33100
140241,2407411.2,5454,33501,61210
140243,1426348.8,30686,15475,6169
664532,2409216.0,38446,12913,66163
140248,1774848.0,9988,26173,55755
664539,430080.0,1812,171,13194
140256,760118.4,35805,13131,14538
140258,2684073.6,30036,50265,86314
402403,2212252.8000000003,11851,54066,45816
140260,693936.0,46985,1285,22711
402406,1469568.0,24135,14074,56323
402407,976204.8,34955,3400,22955
402410,1267862.4000000001,21203,27586,22402
926698,843590.4,33303,5982,21924
926700,173980.80000000002,38497,3698,618
140268,2508144.0,48656,42392,20821
926701,2249625.6,45653,41123,37391
402412,595123.2000000001,45793,795,20063
402416,1372723.2000000002,44190,20219,39281
926705,82320.0,23121,469,2087
140272,1972560.0,19362,45237,76832
664557,1369660.8,12341,2960,16777
402413,1650278.4000000001,38336,18586,13322
402419,1678080.0,35479,21172,64190
140277,2355052.8000000003,32968,11643,52634
140280,2555443.2,11558,14901,6159
664568,662486.4,25008,14106,20421
926716,1765372.8,45516,32051,72104
926717,736704.0,6763,15752,15303
402428,141676.80000000002,14500,2445,2155
664577,2198793.6,33580,9759,57142
664578,1683513.6,21128,2208,13693
926721,2402169.6,43015,49071,89338
402434,2680684.8000000003,,8491,80184
402442,2343148.8000000003,46885,5104,11918
402444,2800915.2,17177,67197,50203
664589,1331289.6,39386,30223,38455
140302,1172640.0,23746,18759,38313
664590,1784438.4000000001,46329,12999,48048
140300,1894992.0,23778,46886,8339
140305,2558649.6,11384,34744,21262
402452,275241.60000000003,24504,1817,6942
926743,453532.80000000005,41713,5354,2840
926744,2283590.4,10044,47140,68600
402457,2277206.4,15315,15711,28526
402461,1443916.8,15026,32038,22237
402465,2511360.0,40281,58800,41586
402466,1769740.8,22223,43908,63589
664610,704476.8,,2394,7053
140324,1517116.8,8410,12058,39137
402469,323702.4,40632,6375,13418
140325,1088736.0,19104,19188,41349
140322,760617.6000000001,,14410,24441
402472,962582.4,6510,20070,36266
140329,1257158.4000000001,24668,26374,4839
664609,1980019.2000000002,16298,20010,1664
402470,2668204.8000000003,39514,31786,77944
926765,1151529.6,25647,25659,34696
140335,1727078.4000000001,30682,37117,71674
664625,1700102.4000000001,13393,36678,56056
140339,2709475.2,37348,67405,107115
664628,2013408.0,32335,4938,78815
926771,2221190.4,40139,51633,42508
402487,1200268.8,11292,13520,38413
402489,2528563.2,13336,28301,21758
664634,1194297.6,,11510,11648
926779,689884.8,,12214,5122
926777,249225.6,,4369,10336
140352,669379.2000000001,5310,10868,15958
402499,1392288.0,33974,32716,5233
140357,1466457.6,8441,17035,23132
926789,2828448.0,41181,53164,70070
402502,1111401.6,23150,13946,46219
664651,905625.6000000001,38939,17123,20665
664653,2264457.6,24450,13159,77790
926797,1262812.8,17893,3898,18004
664655,2826124.8000000003,,59905,4860
926802,2162361.6,2531,51749,22519
140374,2436729.6,34580,35744,51627
402520,2497305.6,12587,28168,52742
402523,1313184.0,35496,25632,19764
664670,1516310.4000000001,33898,1971,48237
402530,2345068.8000000003,19477,38931,61672
402533,2235369.6,31912,32587,80975
926821,167702.40000000002,29706,1098,4948
664685,1379270.4000000001,41985,24045,27205
402543,2753020.8000000003,47380,42505,42064
926838,2724700.8000000003,47937,21669,72004
402551,1681296.0,11696,27410,55577
926841,1199241.6,23314,4093,38445
402559,1465219.2000000002,,644,1345
664706,343392.0,44825,1957,2590
402563,478166.4,16070,1098,1133
926852,687916.8,38760,4942,19402
926855,1240963.2,47009,1279,3356
926859,2105760.0,12445,34596,21263
140428,2707449.6,46641,3386,67647
664717,2615020.8000000003,33378,52228,39502
926862,949296.0,41956,4779,19574
926863,1608508.8,28926,24656,12390
140434,890380.8,41632,11232,8136
664723,2004940.8,41099,2199,72078
664724,1613664.0,42954,14842,51058
926866,2741568.0,7852,32785,44443
402582,2818819.2,,17626,36215
402580,1416499.2000000002,45962,13160,54447
402587,2812012.8000000003,31910,14252,14642
664736,1408771.2000000002,,18716,24778
926880,532147.2000000001,37009,1336,20619
402595,182371.2,31695,1988,4308
926884,2364988.8000000003,22909,47838,62288
140453,1824067.2000000002,24808,2237,75227
926888,2194675.2,39062,50916,52586
140457,481113.60000000003,39949,986,4554
140458,317644.80000000005,39752,7061,6552
926891,262339.2,35543,2184,3383
140460,2123174.4,,46641,72901
664750,1627699.2000000002,6542,11345,49037
402608,2365171.2,,38092,89510
402609,1578355.2000000002,25072,17270,19132
402610,1715030.4000000001,43324,13416,14324
140465,2419238.4,29254,16941,95810
926902,1232438.4000000001,37509,22517,43182
664758,1369420.8,,29330,34148
926903,1301529.6,42663,30274,50944
402619,180211.2,44475,696,2076
926908,1562870.4000000001,10333,38213,3242
140476,1009257.6000000001,25865,1020,19472
926910,1631798.4000000001,28811,17832,25521
926911,393753.60000000003,22668,27,11905
140478,539846.4,42139,10214,13555
140484,1470739.2000000002,15197,23163,49927
926917,2089708.8,12276,8821,75021
664773,769305.6000000001,6532,15381,16558
402631,1724102.4000000001,41360,37265,14165
926921,2436547.2,7261,6362,70469
402635,639945.6000000001,20589,12330,14823
140497,2293651.2,18808,47667,1495
664787,880838.4,26292,9509,31217
664789,982060.8,16104,7979,37510
140505,2689670.4000000004,41338,3674,23984
402652,812620.8,8833,2999,33834
926941,93340.8,9439,1559,2276
402655,218908.80000000002,35396,4866,8708
664800,2758310.4000000004,28288,6924,54407
140512,332995.2,17146,1040,580
402658,1456915.2000000002,1531,15500,654
926948,2727811.2,4153,56663,102697
140517,2590646.4000000004,28013,35878,73144
664808,1706217.6,1589,41481,43218
402664,2761584.0,5137,26113,92313
926954,1319836.8,30768,436,46227
926957,1130256.0,3337,26787,13987
402669,1236067.2,9604,26948,25785
664817,735993.6000000001,23443,4627,3328
664820,225072.0,45828,4732,4398
926964,789638.4,8578,12442,3677
926967,2466739.2,21856,1797,23733
926971,1667097.6,25014,14390,60377
926973,2255971.2,32140,56242,62776
140542,637497.6000000001,11041,13203,18346
664837,973113.6000000001,41735,1149,9088
140550,361804.80000000005,33120,18,5319
140556,1652553.6,8935,21450,51582
402704,577545.6,35131,8765,5337
402711,2090572.8,39521,22675,53391
927002,2337187.2,23631,33337,76200
140571,1547808.0,36751,23063,17071
140572,1318848.0,37027,24285,11637
664861,1325894.4000000001,16098,16506,13612
927007,1452729.6,41041,15412,49271
402721,1006838.4,,14762,13426
140579,2632867.2,7758,2206,15020
927015,1770470.4000000001,35914,6198,70355
927018,1552128.0,14570,32176,63873
140589,1550140.8,47496,12003,54337
664883,1673548.8,1555,20082,19124
664888,986323.2000000001,7016,8804,40446
140602,2645750.4000000004,42736,61846,72162
664891,1756742.4000000001,2583,20018,6585
402752,2441520.0,44755,51862,72830
402754,458179.2,4607,3209,972
927042,322800.0,36337,4004,3854
927045,1123891.2,10218,18365,45432
664903,1006636.8,25141,4153,30878
664906,503068.80000000005,32239,303,9947
927050,2754681.6,39847,44574,37727
402763,140716.80000000002,23677,2982,5518
664909,1010496.0,34853,3447,16984
927053,1467792.0,23143,5496,17344
140626,32745.600000000002,49443,76,666
927060,790080.0,17722,14200,29648
140631,1915977.6,33978,38361,70832
664920,910454.4,,6270,30704
402777,1229049.6,49798,13691,37331
402781,2231059.2,47857,16215,3694
664927,86208.0,22826,195,1047
927073,1657286.4000000001,801,21116,45063
402786,815395.2000000001,45634,1442,28536
927077,473011.2,32121,5612,220
140647,359606.4,2445,4422,9837
927080,2384812.8000000003,18254,9604,76153
664938,73574.40000000001,7687,1087,1227
402794,117475.20000000001,6518,398,1819
140659,1821216.0,30744,20399,61353
927093,1506672.0,10842,34108,18640
140666,2854473.6,23129,61248,28169
927099,387168.0,48572,6017,1827
927100,927897.6000000001,18738,17429,22988
927101,284102.4,44423,4926,5287
664956,585091.2000000001,25904,11705,7509
402817,1682006.4000000001,,6201,66423
402819,2862825.6,48085,55842,17083
140678,2579606.4000000004,19286,63130,103664
927110,2877955.2,6486,68622,109128
927113,2085475.2000000002,37703,38951,34701
140687,1993392.0,7513,38784,15351
664976,1986883.2000000002,3448,41752,76310
402837,1123507.2,19745,22931,33276
927127,2593872.0,19085,31583,39719
140698,2737257.6,,64991,94192
140702,1509868.8,31834,21699,2459
664990,1145241.6,49463,26498,10920
402847,2692128.0,18132,47602,99836
402846,1183353.6,8115,85,20806
402848,1185196.8,,27195,28730
402851,718387.2000000001,1123,10416,4735
927140,72739.2,12146,1798,181
402853,2299996.8000000003,19111,53130,53446
664997,1515398.4000000001,15537,15108,58122
402856,2017881.6,29355,39372,25992
665003,925267.2000000001,21059,963,37636
140715,2522755.2,34356,25153,5846
927147,683769.6000000001,10981,10306,27068
402863,748425.6000000001,15768,11368,15844
665009,2177769.6,49629,39327,34828
402865,874752.0,13721,6254,21618
402867,1836172.8,31087,37921,12855
927156,1852675.2000000002,28917,14270,38805
665010,2085542.4000000001,33939,42729,58186
140722,1261536.0,,16553,49045
402875,158169.6,26835,2436,4781
402876,53529.600000000006,40208,338,2069
402877,274848.0,39087,3272,8521
140735,1680124.8,30215,34769,12960
140741,2350780.8000000003,4097,20456,51985
402891,2279232.0,20739,1846,38291
140748,2213644.8000000003,40607,22434,90067
402892,1236700.8,33009,26271,20271
927183,2292432.0,4291,26200,52660
665040,2683296.0,1582,22908,38850
402897,566582.4,10439,11171,5930
140753,1420886.4000000001,37985,13493,19328
665044,1975824.0,3860,25069,12800
927188,267350.4,31603,2133,191
665047,1792224.0,10293,17550,64208
665048,1134019.2,43411,22310,4133
402907,1364784.0,29599,29897,40262
665051,1649808.0,36424,1907,18693
402913,1463462.4000000001,19820,24000,37701
927201,1473225.6,35214,29393,42582
402914,1298716.8,42277,11352,33351
402917,415814.4,42441,9315,16132
665064,799795.2000000001,13355,5319,20393
665068,1570252.8,7358,20959,63789
927212,1177132.8,45347,4754,39954
140783,779260.8,19351,11763,19218
665079,478387.2,19902,1680,5574
140792,1877203.2000000002,36492,8711,36364
402939,2521171.2,31422,13165,96983
402941,1027468.8,41076,25009,10223
402944,2604153.6,9298,59508,3320
927233,2858947.2,38732,26718,35438
665092,494496.0,10533,8123,2450
140805,922233.6000000001,10889,18039,4213
927238,1598064.0,5621,19404,32332
140807,614582.4,524,12776,24279
665096,1877395.2000000002,24254,29587,18660
402955,1438358.4000000001,43925,34303,35384
665100,1257590.4000000001,21723,5218,11330
140814,394934.4,49579,7424,6284
402959,972355.2000000001,23908,4928,1836
402960,901449.6000000001,31396,4747,14889
665104,1163856.0,43586,1658,10126
927251,2664662.4000000004,,38215,76215
927255,773395.2000000001,31172,2143,14203
402971,1136793.6,36400,20257,2395
927259,926572.8,32979,8350,1659
665119,2851142.4000000004,28694,3868,89751
927265,1271971.2000000002,18549,18474,37062
140833,1004352.0,42364,18468,25759
927267,1259596.8,39835,17307,51778
927268,1353964.8,20610,25823,39421
402981,979718.4,30303,23764,19502
927272,2850998.4000000004,45515,51338,1030
927273,2325907.2,22012,45626,91501
402989,118262.40000000001,36263,1680,4498
927281,2702131.2,888,52900,95116
927284,868156.8,9751,3840,1878
402998,2828380.8000000003,23916,52862,46273
927288,1448227.2000000002,48327,22950,54719
403004,2674435.2,38547,58914,94190
665149,450825.60000000003,30095,4157,6535
927301,1600281.6,19045,21144,35452
927303,2259849.6,1410,3202,22796
927304,1829356.8,,9043,39309
140871,2156764.8000000003,10724,18832,74603
403018,1222204.8,,10745,34845
403019,879849.6000000001,19992,15022,11966
665170,1961308.8,24744,43053,79692
403030,2567462.4000000004,15466,18342,54360
403032,2189788.8000000003,41275,3288,20155
140889,1726540.8,35706,11210,25716
403034,90672.0,31300,695,1609
665178,582960.0,27931,2295,21245
665177,1230403.2,,8710,36530
927326,2698358.4000000004,,15061,41623
140895,2681289.6,30934,54494,33980
403038,2563689.6,45961,18184,972
403042,1283222.4000000001,46159,8056,27917
665187,1904534.4000000001,35239,21980,48366
665190,2664374.4000000004,32369,22636,52457
665193,2407363.2,39036,58020,29284
140908,1954502.4000000001,,9939,10357
665198,1791292.8,3962,6226,19564
140910,1225708.8,48934,27988,40402
927344,1343856.0,7866,10033,20625
403057,1495670.4000000001,,742,1833
927346,2703936.0,33280,40044,49336
140916,600921.6,16909,6258,14531
140917,111676.8,,835,1097
665205,2714812.8000000003,28878,4904,73742
665207,667555.2000000001,41639,231,25265
403063,2815305.6,23887,40956,69105
927353,557808.0,6458,3778,20126
403065,1441286.4000000001,,10760,50183
403064,110457.6,45706,2514,1070
140928,2213740.8000000003,3852,34106,37718
927360,1670678.4000000001,47945,16459,24334
927363,2795174.4000000004,,31696,56404
403075,2375760.0,39907,2689,93042
927368,2363865.6,33752,29218,5949
403081,521846.4,,11709,10517
665232,1652870.4000000001,22068,26820,41836
140944,477360.0,33962,945,259
403090,989644.8,10024,2277,28564
140946,2837875.2,17349,59687,74388
927382,1464864.0,20790,11657,26431
140952,677184.0,47399,15141,9423
665242,1541856.0,32275,20901,63270
403099,39052.8,48062,908,746
665243,1160256.0,16336,7762,8177
927391,1176854.4000000001,32937,26921,34731
927393,1191139.2,27822,3758,46175
927396,131596.80000000002,31248,2737,3844
403108,2299344.0,,39069,37514
403111,2222150.4,29238,50826,68268
665255,515654.4,13802,7734,12884
665256,354633.60000000003,1817,4040,7712
927404,1923772.8,19592,15842,75518
140973,2742201.6,8504,37861,71673
403120,2394720.0,1931,39377,85177
927409,1389868.8,,14915,8637
665266,1766534.4000000001,28843,4387,15378
140978,520742.4,36626,10090,3313
927412,681033.6000000001,37927,1829,20283
927413,593404.8,,4718,13270
665265,269606.4,3972,3670,10632
665268,2095334.4000000001,48388,45195,51154
927419,1554816.0,10042,22524,37880
403136,2564188.8000000003,22121,25563,74550
140996,1875456.0,16878,44007,68550
665285,235315.2,34683,3337,4126
141000,1369785.6,26364,11059,18351
665296,1340035.2000000002,13735,15122,44297
141010,1368364.8,24379,8399,33622
141018,551020.8,5520,937,15731
141020,280828.8,23147,5599,9002
665313,274108.8,46822,2830,5229
403170,1682140.8,29467,4592,46656
665316,1555430.4000000001,,16702,31140
665318,1711104.0,41032,4902,51844
403179,508867.2,33866,1777,1782
665326,1992835.2000000002,29629,6711,55337
927474,180192.0,41266,648,117
927475,1425840.0,,12734,24358
403189,1057929.6,1745,19058,5341
665338,1851936.0,42461,38620,36818
403198,978086.4,47662,428,4005
927487,1099881.6,625,16228,33090
927491,1900896.0,26255,22205,9833
403205,30940.800000000003,9536,78,255
141063,2055782.4000000001,30027,3076,53965
403209,46684.8,12799,908,410
403216,2208902.4,8226,48626,77265
141074,2321894.4,5715,50457,64712
665365,993427.2000000001,19975,19850,17864
665367,2137670.4,18734,45411,40153
403231,583488.0,,7891,22437
665378,789225.6000000001,49887,479,22542
665379,1424726.4000000001,33432,11840,24469
665380,1129910.4000000001,,19400,44246
141092,1628438.4000000001,8135,1411,28235
927526,1279987.2000000002,7225,1672,1462
927527,1731772.8,29102,16589,54452
403245,1535356.8,30014,26029,21596
403252,2772201.6,8799,16895,49716
927541,422380.80000000005,799,2719,5485
927543,318758.4,14971,5983,9327
927546,1870118.4000000001,38274,16523,66666
403259,1342320.0,16676,1268,30696
141116,1370390.4000000001,,20204,39448
665404,216067.2,45861,421,4221
403262,200476.80000000002,5402,1427,8057
927549,807369.6000000001,38944,2445,21666
141120,1203840.0,7808,26377,23999
403265,1299168.0,15054,18859,13917
665407,584476.8,26060,1875,17036
665411,254208.0,27067,1517,7588
927557,2542224.0,28448,43617,101746
927559,2863200.0,43223,65660,64163
403272,2131632.0,40474,28151,45194
927562,2424182.4,41153,46761,60438
403275,1040284.8,24010,1533,29819
141131,54988.8,46763,25,52
403277,96614.40000000001,6094,2414,960
141134,1772054.4000000001,3197,26326,38604
141133,2527536.0,31622,38747,40140
665429,104640.0,11077,817,1075
403286,64502.4,19259,362,272
141146,1614902.4000000001,45150,31885,60244
403292,2602848.0,49582,30561,50770
927584,748694.4,31847,7385,4216
927588,406531.2,,8909,6796
403300,2560780.8000000003,,50259,32244
141161,32697.600000000002,45135,700,423
665450,2172259.2,47162,23332,7888
403311,1754803.2000000002,,25353,18061
141168,1892688.0,48370,1940,112
665455,2650982.4000000004,19286,16976,95637
665460,2682969.6,6189,55062,24387
141174,2070921.6,10214,21965,14648
403319,732172.8,4107,10263,236
927610,116860.8,35154,1239,2311
141180,2308800.0,4316,672,68126
665471,1820409.6,31880,19985,35552
665473,2382393.6,46263,24916,68012
665474,2793350.4000000004,47557,58344,82969
403330,725328.0,35458,14315,8586
403332,2338320.0,21112,37551,87220
141186,1944403.2000000002,48540,32422,38769
403333,1484419.2000000002,45998,11212,57258
665475,2339020.8000000003,37647,8446,19706
665480,1237113.6,33248,283,42493
141192,635462.4,8733,8152,15928
665484,1329292.8,,10904,14486
141197,677136.0,39805,12645,14322
927630,1282723.2000000002,20039,8389,39750
665486,2718595.2,3563,21176,47755
141200,851068.8,13718,17657,33357
665487,928176.0,26583,18271,33425
665493,1765833.6,21019,11604,63012
927639,1701388.8,17864,33602,55373
141209,711033.6000000001,26454,9542,5243
665497,50995.200000000004,1239,1132,779
403357,476755.2,12984,3286,9804
665510,679680.0,828,1611,5866
665514,1625443.2000000002,1716,5957,8362
